FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
apex1,APEX1,Proteins,0.00375,0.87577,0.00181,0.06877,,0.02737,0.00037,0.0061,0.00676,0.00565,,,0.00143,,,,5e-05,0.00205,0.00013,2e-20,NA,2e-13,0,NA,4e-289,2e-05,2e-57,3e-66,5e-62,NA,NA,6e-17,NA,NA,NA,0.8,0.3,0.01
aplp1,APLP1,Proteins,0.01341,0.8806,0.00065,0.00567,,0.05614,0.00105,0.00277,0.01619,0.01881,,,0.00277,,,,6e-05,0.00188,0,1e-108,NA,0.9,3e-46,NA,0,1e-12,4e-23,1e-163,2e-197,NA,NA,6e-31,NA,NA,NA,0.7,0.3,0.9
apoa1,APOA1,Proteins,0.00809,0.84722,0.01003,0.00267,,0.03746,1e-05,0.00049,0.08803,0.00228,,,0.00139,,,,0.00026,0.0016,0.00047,1e-33,NA,7e-105,4e-19,NA,0,0.5,0.01,0,6e-27,NA,NA,5e-17,NA,NA,NA,0.02,0.4,9e-07
apoa2,APOA2,Proteins,0.00709,0.89006,0.03332,0.00138,,0.0312,0.00038,0.00081,0.02841,0.00015,,,0.0039,,,,0.00011,0.00134,0.00186,3e-24,NA,0,7e-07,NA,5e-324,2e-05,5e-05,8e-295,0.008,NA,NA,8e-43,NA,NA,NA,0.4,0.9,3e-21
apoa4,APOA4,Proteins,0.02439,0.94649,0.01312,0.00249,,0.00012,0.00281,0.00049,0.00695,0.00104,,,0.00055,,,,8e-05,0.00144,4e-05,8e-212,NA,2e-102,6e-15,NA,0.02,1e-29,0.02,9e-42,7e-12,NA,NA,6e-07,NA,NA,NA,0.6,0.9,0.2
apob,APOB,Proteins,0.00086,0.99497,0.00031,0.00066,,0.00016,1e-05,0.00024,0.00026,1e-05,,,1e-05,,,,0.00039,0.00208,3e-05,1e-05,NA,0.03,0.1,NA,0.008,0.5,0.5,0.1,0.6,NA,NA,0.5,NA,NA,NA,0.005,0.2,0.2
apobr,APOBR,Proteins,0.00694,0.97616,0.00585,0.00144,,0.00073,0.00015,0.00029,0.00663,0.00024,,,6e-05,,,,1e-04,0.00112,0.00028,5e-25,NA,3e-51,4e-06,NA,2e-08,0.01,0.3,2e-58,0.001,NA,NA,0.1,NA,NA,NA,0.5,1,0.0005
apoc1,APOC1,Proteins,0.02157,0.86319,0.00684,0.00285,,0.02036,0,0.00057,0.08088,0.00047,,,0.00039,,,,0.00013,0.00211,0.00062,5e-211,NA,2e-08,3e-20,NA,1e-219,0.7,0.003,0,1e-06,NA,NA,1e-05,NA,NA,NA,0.3,0.03,3e-08
apod,APOD,Proteins,0.00612,0.84615,0.00035,0.00503,,0.09602,0.00034,0.00061,0.04377,0,,,6e-05,,,,0.00024,0.00131,0,9e-29,NA,0.0003,3e-40,NA,0,5e-05,0.002,0,0.9,NA,NA,0.1,NA,NA,NA,0.04,0.9,0.9
apoe,APOE,Proteins,0.0014,0.96531,0.00765,0.00114,,0.00063,0,3e-04,0.01966,0.00024,,,0.00113,,,,0.00014,0.00184,0.00055,3e-05,NA,1e-47,0.0002,NA,1e-07,0.8,0.3,9e-163,0.001,NA,NA,1e-12,NA,NA,NA,0.3,0.4,8e-07
apof,APOF,Proteins,0.1043,0.72156,0.00335,0.00473,,0.1324,0.0022,5e-04,0.02672,0.00199,,,0.00058,,,,0.00011,0.0013,0.00027,0,NA,2e-42,7e-48,NA,0,3e-30,0.002,0,2e-27,NA,NA,4e-09,NA,NA,NA,0.3,0.6,6e-05
apoh,APOH,Proteins,0.00447,0.9682,0.00956,0.00482,,0.0031,0.00112,0.00336,0.00015,2e-05,,,0.00219,,,,0.00037,0.00236,3e-04,7e-30,NA,5e-92,5e-34,NA,2e-31,2e-12,4e-26,0.3,0.4,NA,NA,9e-23,NA,NA,NA,0.006,0.1,0.0003
apol1,APOL1,Proteins,0.05633,0.8932,0.01329,0.00611,,0.00438,0.0018,0.00171,0.01901,0.00013,,,0.00036,,,,3e-04,0.00196,0.00142,0,NA,1e-124,2e-50,NA,1e-47,1e-20,6e-13,2e-183,0.01,NA,NA,3e-05,NA,NA,NA,0.01,0.1,1e-16
apom,APOM,Proteins,0.011,0.90052,0.00918,0.00153,,0.05271,0.00042,0.00059,0.0197,0.00044,,,2e-04,,,,1e-05,0.00162,0.00207,2e-41,NA,4e-15,8e-08,NA,0,8e-06,0.003,9e-123,5e-06,NA,NA,0.002,NA,NA,NA,1,0.8,5e-23
app,APP,Proteins,0.00443,0.97425,0.00191,0.00347,,0.00384,0.00014,0.00087,0.00044,0.00194,,,0.00694,,,,0.00012,0.00164,0,6e-22,NA,4e-17,3e-22,NA,2e-38,0.01,7e-05,0.01,3e-20,NA,NA,8e-68,NA,NA,NA,0.4,0.9,0.9
appl2,APPL2,Proteins,0.00106,0.93582,0.00148,0.04785,,0.00042,7e-05,0.00574,0.00099,0,,,0.0032,,,,0.00024,0.00292,0.00021,0.0006,NA,6e-09,0,NA,1e-05,0.07,1e-48,0.0005,0.8,NA,NA,5e-33,NA,NA,NA,0.05,0.0003,0.002
aprt,APRT,Proteins,0.013,0.93287,0.00028,0.03653,,0.00366,0,0.00287,0.00776,1e-04,,,0.00098,,,,1e-04,0.0018,3e-05,5e-122,NA,0.2,0,NA,5e-38,0.8,1e-22,5e-76,0.03,NA,NA,3e-11,NA,NA,NA,0.5,0.7,0.2
araf,ARAF,Proteins,0.00129,0.96569,7e-04,0.02398,,0.00111,0.00028,0.00377,0.00027,9e-05,,,0.00086,,,,0.00028,0.00168,0,6e-05,NA,9e-06,6e-207,NA,3e-12,0.0005,2e-29,0.4,0.05,NA,NA,9e-10,NA,NA,NA,0.03,0.6,0.8
areg,AREG,Proteins,0.00342,0.94779,0.0153,0.00126,,0.00277,0,0.00059,0.01205,0.00965,,,0.00061,,,,0.00016,0.00122,0.00518,4e-13,NA,1e-33,3e-05,NA,7e-29,0.8,0.006,0.5,1e-95,NA,NA,2e-07,NA,NA,NA,0.2,1,2e-52
arf6,ARF6,Proteins,0.00218,0.95976,0.00302,0.01757,,0.00775,0.00075,0.00271,0.00343,0.00011,,,0.00075,,,,6e-05,0.00188,4e-05,2e-07,NA,7e-07,7e-152,NA,6e-77,8e-09,1e-20,6e-11,0.03,NA,NA,7e-09,NA,NA,NA,0.8,0.3,0.2
arfip1,ARFIP1,Proteins,0.00276,0.9607,0.00029,0.02704,,0.00105,1e-05,0.00183,0.00044,0,,,0.0036,,,,0.00018,0.00209,1e-05,3e-13,NA,1,2e-240,NA,8e-12,0.4,7e-13,0.01,0.8,NA,NA,7e-37,NA,NA,NA,0.2,0.2,0.5
arg1,ARG1,Proteins,0.00669,0.90998,0.0023,0.07322,,0.00048,0.00015,0.00371,0.00097,7e-05,,,0.00011,,,,0.00014,0.00217,1e-05,8e-51,NA,3e-15,0,NA,2e-06,0.008,4e-31,0.9,0.07,NA,NA,0.02,NA,NA,NA,0.3,0.2,0.5
arg2,ARG2,Proteins,0.0019,0.98806,0.00068,0.00232,,3e-05,1e-05,0.00043,0.00444,0.00054,,,0.00032,,,,2e-05,0.00124,1e-05,3e-13,NA,6e-08,1e-12,NA,0.3,0.5,0.06,1e-43,1e-06,NA,NA,0.0002,NA,NA,NA,1,1,0.5
arhgap1,ARHGAP1,Proteins,0.00114,0.96293,0.00244,0.01895,,0.00049,7e-05,0.00185,0.00733,0.00125,,,0.00167,,,,5e-05,0.00179,4e-05,0.0007,NA,2e-17,2e-159,NA,4e-06,0.08,2e-12,2e-63,2e-13,NA,NA,2e-17,NA,NA,NA,0.8,0.9,0.2
arhgap25,ARHGAP25,Proteins,0.00108,0.9531,0.00067,0.02625,,0.0056,3e-05,0.00458,0.00581,0.00027,,,0.00063,,,,2e-05,0.00194,1e-05,6e-05,NA,0.5,1e-227,NA,4e-55,0.2,7e-37,9e-51,0.0006,NA,NA,1e-07,NA,NA,NA,1,0.7,0.6
arhgap30,ARHGAP30,Proteins,0.00156,0.99232,0.00031,0.00069,,0.00027,0.00028,0.00034,8e-05,0.00282,,,1e-05,,,,4e-05,0.00116,0.00012,2e-07,NA,0.0003,0.08,NA,0.0006,0.0005,0.2,0.09,7e-28,NA,NA,0.4,NA,NA,NA,0.9,1,0.03
arhgap45,ARHGAP45,Proteins,0.00151,0.92803,0.00088,0.0449,,0.0042,2e-05,0.00947,0.00121,7e-05,,,0.00627,,,,9e-05,0.00329,5e-05,6e-06,NA,0.07,0,NA,4e-43,0.4,1e-84,2e-05,0.07,NA,NA,2e-63,NA,NA,NA,0.5,5e-06,0.1
arhgap5,ARHGAP5,Proteins,0.00261,0.99144,6e-05,0.00258,,0.00037,0.00035,0.00046,0.00046,6e-05,,,0.00014,,,,0.00013,0.00131,1e-05,1e-14,NA,0.9,4e-14,NA,8e-05,0.0001,0.05,5e-05,0.1,NA,NA,0.02,NA,NA,NA,0.4,1,0.4
arhgef1,ARHGEF1,Proteins,0.00267,0.95017,0.00084,0.02621,,0.00889,7e-05,0.00389,0.00261,0.00091,,,0.0017,,,,0.00018,0.00182,3e-05,3e-11,NA,0.4,3e-235,NA,5e-89,0.07,8e-32,3e-19,1e-10,NA,NA,2e-18,NA,NA,NA,0.1,0.4,0.2
arhgef10,ARHGEF10,Proteins,0.0083,0.93824,0.00054,0.03311,,0.00295,0.00019,0.00862,0.00296,0.00026,,,0.00209,,,,0.00016,0.00256,1e-05,3e-77,NA,0.4,3e-304,NA,3e-31,0.003,2e-77,5e-26,0.0005,NA,NA,1e-22,NA,NA,NA,0.2,0.005,0.5
arhgef12,ARHGEF12,Proteins,0.00141,0.92228,0.00068,0.05244,,0.00504,8e-05,0.0123,0.00088,6e-05,,,0.00211,,,,0.00011,0.00258,3e-05,6e-06,NA,0.5,0,NA,2e-52,0.05,6e-114,0.002,0.1,NA,NA,6e-23,NA,NA,NA,0.4,0.007,0.3
arhgef5,ARHGEF5,Proteins,0.00191,0.98388,0.00332,0.00318,,0.00267,0.00121,0.00043,0.00057,0.00038,,,0.00023,,,,7e-05,0.00137,0.00076,3e-08,NA,2e-32,6e-19,NA,2e-26,8e-13,0.07,9e-07,6e-05,NA,NA,0.002,NA,NA,NA,0.7,1,1e-08
arid3a,ARID3A,Proteins,0.00112,0.99545,0.00074,0.00053,,0.00014,0.00019,0.00014,0.00016,0.00026,,,4e-05,,,,0.00011,0.00106,5e-05,1e-05,NA,3e-08,0.3,NA,0.01,0.004,0.9,0.01,0.001,NA,NA,0.2,NA,NA,NA,0.5,1,0.1
arid4b,ARID4B,Proteins,0.00128,0.97866,0.00072,0.01214,,0.00234,1e-05,0.00141,0.00099,0.00083,,,0.00049,,,,9e-05,0.00103,0,1e-08,NA,2e-07,2e-96,NA,2e-23,0.6,9e-09,7e-10,3e-09,NA,NA,4e-06,NA,NA,NA,0.5,1,0.8
arl13b,ARL13B,Proteins,0.00178,0.96094,0.00168,0.02451,,0.00366,0.00027,0.00309,0.00066,0.00043,,,0.00095,,,,3e-05,0.00199,0,3e-07,NA,7e-12,2e-209,NA,3e-36,0.0007,3e-23,0.1,2e-05,NA,NA,1e-10,NA,NA,NA,0.9,0.4,0.8
arl2bp,ARL2BP,Proteins,0.00158,0.96638,0.0024,0.01986,,0.00159,2e-05,0.00207,0.00175,0,,,0.00225,,,,0.00013,0.00197,1e-05,9e-06,NA,1e-07,1e-166,NA,1e-16,0.3,2e-14,0.8,0.7,NA,NA,8e-23,NA,NA,NA,0.4,0.5,0.6
armcx2,ARMCX2,Proteins,0.00142,0.9941,0.00044,0.00029,,4e-05,0.00012,0.00046,0.00185,0.00015,,,1e-04,,,,7e-05,9e-04,5e-05,9e-11,NA,4e-05,0.9,NA,0.2,0.03,0.05,2e-18,0.01,NA,NA,0.04,NA,NA,NA,0.7,1,0.2
arnt,ARNT,Proteins,0.00184,0.98836,0.00106,0.00119,,9e-05,0.00033,0.00025,8e-05,0.0052,,,1e-05,,,,0.00024,0.00132,3e-05,2e-05,NA,2e-11,0.0002,NA,0.05,0.0002,0.5,0.07,1e-49,NA,NA,0.5,NA,NA,NA,0.08,1,0.2
arntl,ARNTL,Proteins,0.0013,0.99626,5e-05,0.00041,,5e-05,7e-05,7e-05,0.00049,1e-04,,,3e-05,,,,8e-05,0.00105,3e-05,7e-07,NA,0.4,0.6,NA,0.2,0.09,1,1e-05,0.04,NA,NA,0.2,NA,NA,NA,0.7,1,0.2
arsa,ARSA,Proteins,0.02862,0.90337,0.00527,0.00573,,0.04111,0.00083,0.00113,0.00802,0.00139,,,0.00281,,,,0.00013,0.00135,0.00024,3e-267,NA,6e-56,1e-45,NA,0,4e-10,2e-07,5e-84,6e-16,NA,NA,1e-30,NA,NA,NA,0.3,1,0.0008
arsb,ARSB,Proteins,0.01045,0.95258,0.00036,0.00848,,0.01527,0.00011,0.00135,0.00346,0.00288,,,0.00349,,,,7e-05,0.00151,0,2e-49,NA,0.08,1e-67,NA,4e-149,0.03,9e-09,2e-32,1e-29,NA,NA,1e-35,NA,NA,NA,0.7,1,0.8
art3,ART3,Proteins,0.00607,0.7863,0.00058,0.00185,,0.02439,2e-05,0.00065,0.17788,0.00036,,,0,,,,9e-05,0.00173,7e-05,6e-36,NA,8e-07,1e-12,NA,3e-285,0.3,0.0002,0,9e-06,NA,NA,0.9,NA,NA,NA,0.4,0.3,0.05
art5,ART5,Proteins,0.00037,0.99506,0.00087,0.00051,,0.00021,1e-05,0.00037,0.00125,6e-05,,,3e-05,,,,0.00012,0.00098,0.00015,0.03,NA,4e-09,0.4,NA,0.003,0.4,0.2,1e-12,0.1,NA,NA,0.2,NA,NA,NA,0.4,1,0.01
artn,ARTN,Proteins,0.00079,0.99486,0.00011,0.00056,,0.0012,2e-05,0.00045,0.00014,0.00032,,,2e-04,,,,1e-04,0.00113,0.00013,0.003,NA,0.04,0.3,NA,1e-12,0.4,0.06,0.02,0.0003,NA,NA,0.004,NA,NA,NA,0.5,1,0.02
asah1,ASAH1,Proteins,0.00439,0.95136,0.00704,0.00648,,0.02188,9e-05,0.00106,0.00312,0.00134,,,0.00108,,,,1e-05,0.00158,0.00056,3e-12,NA,2e-65,1e-49,NA,9e-213,0.04,2e-06,2e-27,9e-15,NA,NA,3e-12,NA,NA,NA,1,0.9,5e-07
asah2,ASAH2,Proteins,0.03521,0.89785,0.00032,0.00282,,0.03083,1e-04,0.00035,0.03029,0.00088,,,0.00013,,,,4e-05,0.00102,0.00015,0,NA,0.0003,1e-18,NA,4e-313,0.03,0.1,3e-307,1e-10,NA,NA,0.01,NA,NA,NA,0.8,1,0.008
asgr1,ASGR1,Proteins,0.01618,0.7865,0.01406,0.00464,,0.14661,0.00421,0.00057,0.00819,0.01532,,,4e-05,,,,0.00026,0.00199,0.00142,6e-126,NA,3e-161,2e-41,NA,0,4e-51,0.001,2e-93,8e-180,NA,NA,0.1,NA,NA,NA,0.02,0.08,2e-18
asgr2,ASGR2,Proteins,0.0397,0.91711,0.00331,0.00417,,0.01622,0.00022,0.00034,0.00211,0.0046,,,0.00959,,,,4e-05,0.0015,0.00108,0,NA,1e-35,1e-30,NA,7e-166,0.001,0.1,3e-23,1e-48,NA,NA,3e-99,NA,NA,NA,0.9,0.8,1e-12
aspn,ASPN,Proteins,0.00087,0.92524,0.02945,9e-04,,0.00077,0.00107,0.00035,0.03535,0.00108,,,0.00316,,,,0.00027,0.00125,0.00023,0.0002,NA,3e-282,0.003,NA,2e-09,2e-12,0.1,0,1e-12,NA,NA,9e-34,NA,NA,NA,0.03,1,0.001
aspscr1,ASPSCR1,Proteins,0.00279,0.93469,0.00087,0.03489,,0.00756,1e-05,0.00579,0.00894,0.00012,,,0.0019,,,,9e-05,0.0022,0.00014,1e-10,NA,0.3,2e-322,NA,2e-77,0.6,1e-50,1e-82,0.02,NA,NA,1e-20,NA,NA,NA,0.5,0.07,0.01
asrgl1,ASRGL1,Proteins,0.00438,0.94697,0.00188,0.031,,0.00112,0.00011,0.0053,0.00268,6e-05,,,0.00404,,,,0.00013,0.00226,8e-05,3e-36,NA,0.08,8e-274,NA,2e-12,0.02,7e-44,5e-10,0.1,NA,NA,1e-40,NA,NA,NA,0.3,0.1,0.06
ass1,ASS1,Proteins,0.00347,0.86897,0.00706,0.00707,,0.02449,9e-04,0.00415,0.07678,0.00017,,,0.00509,,,,6e-05,0.00174,5e-05,7e-21,NA,8e-20,2e-59,NA,2e-253,5e-11,2e-36,0,0.005,NA,NA,8e-55,NA,NA,NA,0.8,0.5,0.1
atf2,ATF2,Proteins,0.00092,0.993,0.00147,0.00099,,0.00171,2e-05,0.00043,2e-04,0,,,6e-05,,,,1e-04,0.00104,6e-05,0.0002,NA,1e-13,0.003,NA,2e-17,0.4,0.08,0.2,0.8,NA,NA,0.1,NA,NA,NA,0.5,1,0.1
atf4,ATF4,Proteins,0.00074,0.99657,0.00012,0.00081,,0.00023,9e-05,0.00013,0.00013,0,,,4e-05,,,,5e-05,0.00104,4e-05,0.006,NA,0.02,0.03,NA,0.002,0.05,0.9,0.02,1,NA,NA,0.2,NA,NA,NA,0.8,1,0.2
atg16l1,ATG16L1,Proteins,0.00229,0.93801,0.00116,0.03762,,0.0079,0.00019,0.00681,0.0012,3e-04,,,0.00234,,,,3e-05,0.00216,1e-05,2e-10,NA,0.2,0,NA,4e-80,0.003,6e-60,0.06,0.0002,NA,NA,5e-25,NA,NA,NA,0.9,0.06,0.6
atg4a,ATG4A,Proteins,0.00154,0.90943,0.0012,0.05908,,0.00265,0.00042,0.00562,0.01415,0.00096,,,0.00275,,,,0.00022,0.002,0,2e-06,NA,3e-08,0,NA,3e-28,1e-05,1e-48,7e-137,3e-11,NA,NA,3e-29,NA,NA,NA,0.08,0.5,0.7
atox1,ATOX1,Proteins,0.0085,0.94833,0.00287,0.01515,,0.00845,0,0.00218,0.00258,0.00386,,,0.00627,,,,9e-05,0.00161,0.00011,1e-74,NA,2e-22,7e-131,NA,1e-84,0.9,4e-16,2e-19,1e-39,NA,NA,3e-63,NA,NA,NA,0.5,0.9,0.02
atp1b1,ATP1B1,Proteins,0.00192,0.9918,0.00057,0.001,,0.00181,8e-05,0.00015,0.00086,6e-04,,,3e-05,,,,8e-05,0.00107,4e-05,5e-11,NA,3e-06,0.003,NA,3e-18,0.07,0.8,6e-09,5e-07,NA,NA,0.3,NA,NA,NA,0.7,1,0.2
atp1b2,ATP1B2,Proteins,4e-04,0.99411,0.00034,0.00064,,0.00141,0,0.00026,0.00056,0.00037,,,3e-05,,,,0.00017,0.00168,4e-05,0.03,NA,0.0008,0.1,NA,1e-14,0.8,0.4,7e-06,9e-05,NA,NA,0.3,NA,NA,NA,0.2,0.9,0.2
atp1b3,ATP1B3,Proteins,0.00056,0.99553,0.00019,8e-04,,0.00024,1e-05,0.00022,0.00059,0.00013,,,3e-05,,,,1e-04,0.00161,1e-05,0.03,NA,0.01,0.03,NA,0.002,0.6,0.6,1e-06,0.02,NA,NA,0.3,NA,NA,NA,0.5,0.9,0.5
atp1b4,ATP1B4,Proteins,0.00093,0.99502,4e-04,0.00072,,0.00039,3e-05,0.00025,6e-04,0,,,0,,,,0.00011,0.00153,1e-05,8e-06,NA,0.0001,0.07,NA,6e-05,0.3,0.5,2e-06,0.8,NA,NA,1,NA,NA,NA,0.4,0.9,0.5
atp2b4,ATP2B4,Proteins,0.0015,0.99119,0.00045,0.00082,,0.00047,0.00032,0.00024,0.00116,0.00208,,,6e-05,,,,0.00022,0.00134,0.00015,2e-05,NA,4e-05,0.02,NA,9e-06,0.0003,0.5,9e-12,1e-20,NA,NA,0.1,NA,NA,NA,0.1,1,0.01
atp5f1d,ATP5F1D,Proteins,7e-04,0.99661,8e-05,0.00077,,0,1e-05,0.00018,0.00032,0.00041,,,0,,,,7e-05,0.00083,2e-05,0.01,NA,0.07,0.04,NA,1,0.5,0.8,0.0003,3e-05,NA,NA,0.7,NA,NA,NA,0.7,1,0.4
atp5if1,ATP5IF1,Proteins,0.00253,0.97024,0.00128,0.01376,,0.00523,6e-05,0.00183,0.00126,4e-05,,,0.00193,,,,6e-05,0.00176,1e-05,1e-10,NA,0.3,9e-115,NA,6e-52,0.09,1e-12,1,0.2,NA,NA,3e-20,NA,NA,NA,0.7,0.7,0.4
atp5po,ATP5PO,Proteins,6e-04,0.99688,0.00021,0.00067,,7e-05,1e-05,0.00017,0.00014,1e-05,,,0,,,,0.00012,9e-04,0.00022,0.04,NA,0.003,0.1,NA,0.09,0.6,0.8,0.02,0.6,NA,NA,0.8,NA,NA,NA,0.4,1,0.002
atp6ap2,ATP6AP2,Proteins,0.01136,0.96259,0.00512,0.00179,,0.00963,1e-04,0.00107,0.00572,7e-05,,,4e-05,,,,0.00011,0.00162,0.00078,1e-87,NA,1e-47,1e-08,NA,3e-92,0.04,3e-06,3e-53,0.08,NA,NA,0.2,NA,NA,NA,0.5,1,7e-09
atp6v1d,ATP6V1D,Proteins,0.00057,0.99398,6e-05,0.0028,,0.00022,1e-05,0.00042,0.00043,3e-05,,,3e-05,,,,4e-05,0.00141,0,0.03,NA,0.2,3e-16,NA,0.002,0.6,0.08,2e-05,0.2,NA,NA,0.2,NA,NA,NA,0.9,1,0.8
atp6v1f,ATP6V1F,Proteins,0.00108,0.9504,0.00022,0.03455,,0.00197,0.00024,0.00333,0.00394,0.00047,,,0.00157,,,,0.00033,0.00185,3e-05,0.005,NA,0.9,2e-303,NA,1e-20,0.001,1e-25,3e-37,6e-06,NA,NA,1e-16,NA,NA,NA,0.01,0.7,0.2
atp6v1g1,ATP6V1G1,Proteins,0.00223,0.9437,0.00077,0.03381,,0.00641,8e-05,0.00401,0.00432,0.00025,,,0.00132,,,,0.00011,0.00297,2e-05,3e-08,NA,0.1,9e-301,NA,1e-63,0.06,3e-32,1e-36,0.0008,NA,NA,2e-14,NA,NA,NA,0.4,0.0009,0.4
atp6v1g2,ATP6V1G2,Proteins,0.00098,0.99263,0.00025,0.00223,,0.00146,0,0.00081,0.00013,8e-05,,,0.00011,,,,1e-04,0.00117,3e-05,2e-06,NA,0.005,2e-11,NA,5e-15,0.7,0.0004,0.09,0.06,NA,NA,0.03,NA,NA,NA,0.5,1,0.3
atraid,ATRAID,Proteins,0.00525,0.92244,0.03491,0.00123,,0.02603,7e-05,0.00048,0.00423,0.00066,,,0.00014,,,,7e-05,0.00124,0.00325,4e-31,NA,0,2e-05,NA,2e-261,0.06,0.02,5e-44,3e-08,NA,NA,0.01,NA,NA,NA,0.7,1,1e-34
atrn,ATRN,Proteins,0.00398,0.9118,0.02226,0.00143,,0.04746,0.00129,0.00042,0.00902,0.00032,,,0.00036,,,,9e-05,0.0015,7e-05,7e-24,NA,5e-137,5e-07,NA,0,7e-15,0.05,0.5,0.0001,NA,NA,4e-05,NA,NA,NA,0.5,0.8,0.06
atxn10,ATXN10,Proteins,0.00239,0.96303,4e-05,0.02447,,0.00188,0.00044,0.00275,6e-05,1e-05,,,0.00315,,,,4e-05,0.00174,0,7e-16,NA,0.3,3e-209,NA,2e-19,1e-05,3e-20,0.2,0.5,NA,NA,2e-31,NA,NA,NA,0.9,0.8,0.8
atxn2,ATXN2,Proteins,0.00119,0.98148,0.00198,0.00692,,0.00216,7e-05,0.0016,0.00221,0.00099,,,0.00025,,,,5e-05,0.00109,0,0.002,NA,5e-20,2e-50,NA,1e-21,0.08,3e-10,4e-22,1e-10,NA,NA,0.001,NA,NA,NA,0.8,1,1
atxn2l,ATXN2L,Proteins,0.00178,0.95752,0.00085,0.02535,,0.00724,1e-05,0.00331,7e-04,6e-05,,,0.00141,,,,8e-05,0.0017,0,2e-07,NA,0.001,2e-225,NA,2e-72,0.4,4e-26,0.05,0.09,NA,NA,2e-15,NA,NA,NA,0.6,0.6,0.7
atxn3,ATXN3,Proteins,0.00177,0.90156,0.00116,0.06239,,0.00441,0.00025,0.00687,0.01544,0.00089,,,0.00293,,,,0.00012,0.0022,0,0.0001,NA,0.9,0,NA,2e-47,0.0006,3e-63,7e-149,7e-11,NA,NA,4e-32,NA,NA,NA,0.3,0.04,0.7
axin1,AXIN1,Proteins,0.00275,0.91328,0.00124,0.05864,,0.00593,0.00013,0.00933,0.00471,0.00028,,,0.00146,,,,7e-05,0.00213,6e-05,2e-14,NA,2e-07,0,NA,7e-62,0.01,7e-86,8e-43,0.0003,NA,NA,2e-16,NA,NA,NA,0.7,0.1,0.1
axl,AXL,Proteins,0.00522,0.93939,0.01599,0.00335,,0.00958,5e-05,0.00035,0.01562,0.0081,,,0,,,,6e-05,0.0013,0.00099,2e-29,NA,4e-57,3e-22,NA,4e-96,0.1,0.2,2e-53,1e-81,NA,NA,1,NA,NA,NA,0.7,1,2e-11
azi2,AZI2,Proteins,0.00161,0.92099,0.00066,0.05604,,0.00479,0.00014,0.01118,0.00083,0.00037,,,0.00054,,,,0.00015,0.00271,0,4e-07,NA,0.0005,0,NA,2e-50,0.01,3e-104,7e-06,3e-05,NA,NA,5e-07,NA,NA,NA,0.2,0.001,0.7
azu1,AZU1,Proteins,0.00177,0.90979,0.00026,0.05186,,0.01669,0.00075,0.00433,0.00636,0.00154,,,0.00363,,,,0.00015,0.00265,0.00023,2e-06,NA,0.01,0,NA,9e-164,6e-09,1e-35,7e-63,1e-16,NA,NA,3e-37,NA,NA,NA,0.3,0.01,0.001
b2m,B2M,Proteins,0.00965,0.84525,0.07987,0.00311,,0.0477,0.00114,0.00057,0.00249,0.00202,,,0.00017,,,,2e-05,0.00088,0.00712,3e-65,NA,0,2e-23,NA,0,3e-14,0.002,2e-23,4e-24,NA,NA,0.003,NA,NA,NA,1,1,2e-80
b3gat3,B3GAT3,Proteins,0.00086,0.99554,1e-05,9e-04,,5e-04,1e-05,0.00017,0.00056,5e-05,,,3e-05,,,,6e-05,0.0013,1e-05,0.02,NA,0.6,0.01,NA,5e-06,0.5,0.8,1e-06,0.2,NA,NA,0.3,NA,NA,NA,0.8,1,0.5
b3gnt7,B3GNT7,Proteins,0.00397,0.90659,0.06875,0.00115,,0.00329,1e-05,0.00102,0.00379,0.00591,,,0.0011,,,,1e-04,0.00142,0.0029,1e-16,NA,0,8e-05,NA,8e-35,0.6,2e-06,0.3,4e-61,NA,NA,1e-12,NA,NA,NA,0.5,0.9,6e-31
b4galt1,B4GALT1,Proteins,0.00891,0.92344,0.01566,0.00206,,0.02651,2e-05,0.00067,0.01462,0.00048,,,0.00342,,,,1e-04,0.00185,0.00227,2e-69,NA,2e-158,8e-12,NA,3e-265,0.3,0.001,4e-148,2e-06,NA,NA,3e-36,NA,NA,NA,0.5,0.4,1e-24
b4gat1,B4GAT1,Proteins,0.00223,0.86966,0.02101,0.00124,,0.05158,0.00139,0.00026,0.03688,0.0069,,,0.00668,,,,0.00011,0.00185,0.00021,5e-08,NA,2e-136,5e-06,NA,0,1e-16,0.3,1e-301,2e-75,NA,NA,5e-73,NA,NA,NA,0.4,0.4,0.001
babam1,BABAM1,Proteins,0.00082,0.99224,0.00027,0.00395,,9e-05,0.00011,0.00082,1e-04,0.00041,,,8e-05,,,,0.00012,0.00097,0,0.0007,NA,0.006,6e-25,NA,0.06,0.03,0.0003,0.5,3e-05,NA,NA,0.06,NA,NA,NA,0.4,1,0.9
