FID,Name,Type,r2_Residuals,r2_PCs,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
ca12,CA12,Proteins,0.9602,0.0067,0.0079,0.0023,,0.0028,2e-04,0.0014,0.0096,3e-04,,,0.0065,,,,0,0.0011,0.0011,2e-35,NA,2e-38,1e-12,NA,2e-28,0.005,5e-09,2e-55,0.0003,NA,NA,1e-64,NA,NA,NA,1,1,3e-12
ca13,CA13,Proteins,0.9635,0.0013,6e-04,0.0234,,0.0011,1e-04,0.0024,7e-04,0,,,0.0046,,,,0,0.0022,1e-04,6e-06,NA,0.09,3e-202,NA,6e-12,0.01,1e-17,0.006,0.4,NA,NA,2e-45,NA,NA,NA,0.8,0.2,0.1
ca14,CA14,Proteins,0.7989,0.005,0.0213,0.0033,,0.0834,0,0.001,0.0822,0.0016,,,0,,,,0,0.0015,0.0017,2e-20,NA,2e-233,2e-27,NA,0,0.3,2e-07,0,1e-20,NA,NA,0.4,NA,NA,NA,1,0.8,2e-21
ca2,CA2,Proteins,0.8718,0.0017,0.0012,0.0696,,0.0053,0.0011,0.0055,0.0383,0.0017,,,0.0017,,,,1e-04,0.002,2e-04,6e-07,NA,1e-09,0,NA,9e-58,3e-13,2e-50,0,5e-20,NA,NA,1e-19,NA,NA,NA,0.7,0.2,0.001
ca3,CA3,Proteins,0.8807,0.0048,0.0235,0.0426,,0.007,0.0012,0.0023,0.0337,6e-04,,,2e-04,,,,1e-04,0.0016,0.0016,3e-22,NA,3e-232,0,NA,1e-75,1e-14,5e-19,0,4e-08,NA,NA,0.001,NA,NA,NA,0.2,0.7,1e-18
ca4,CA4,Proteins,0.9463,0.0039,0.0063,8e-04,,0.0037,1e-04,8e-04,0.0065,0.0284,,,0.0021,,,,0,0.0011,0,2e-29,NA,6e-52,0.02,NA,2e-38,0.02,0.0001,3e-53,5e-279,NA,NA,3e-22,NA,NA,NA,1,1,0.8
ca5a,CA5A,Proteins,0.8512,0.0045,0.0036,0.003,,0.0743,9e-04,0.0015,0.0575,0.0012,,,2e-04,,,,1e-04,0.0017,4e-04,5e-24,NA,2e-20,4e-21,NA,0,1e-11,6e-11,0,1e-14,NA,NA,0.002,NA,NA,NA,0.5,0.5,2e-05
ca6,CA6,Proteins,0.8396,0.0052,0.0129,0.0031,,0.0161,1e-04,6e-04,0.1103,0.0086,,,0,,,,1e-04,0.0017,0.002,1e-24,NA,6e-137,8e-23,NA,9e-178,0.1,0.001,0,4e-96,NA,NA,0.6,NA,NA,NA,0.7,0.6,2e-23
ca7,CA7,Proteins,0.9937,4e-04,6e-04,4e-04,,0.003,0,4e-04,2e-04,0,,,0,,,,3e-04,0.001,0,0.1,NA,3e-06,0.7,NA,1e-29,0.3,0.2,0.01,0.4,NA,NA,0.7,NA,NA,NA,0.05,1,0.5
ca8,CA8,Proteins,0.9922,0.0018,0.0015,0.0013,,0,1e-04,3e-04,0.001,1e-04,,,1e-04,,,,1e-04,0.0014,1e-04,1e-06,NA,6e-12,3e-05,NA,0.8,0.01,0.3,3e-07,0.09,NA,NA,0.01,NA,NA,NA,0.8,1,0.02
ca9,CA9,Proteins,0.9156,0.0041,0.0318,0.0014,,0.034,0.004,3e-04,0.0039,0.0018,,,6e-04,,,,1e-04,0.0013,0.0013,5e-11,NA,2e-321,1e-06,NA,0,5e-43,0.3,2e-41,8e-20,NA,NA,3e-07,NA,NA,NA,0.7,1,3e-15
cabp2,CABP2,Proteins,0.9868,0.0018,0.001,0.0048,,1e-04,2e-04,8e-04,5e-04,0.0015,,,0.001,,,,1e-04,0.0015,0,4e-09,NA,8e-08,6e-32,NA,0.04,0.003,0.0006,0.05,1e-15,NA,NA,2e-10,NA,NA,NA,0.7,0.9,0.5
cacna1c,CACNA1C,Proteins,0.9964,4e-04,0,6e-04,,2e-04,0,4e-04,3e-04,0,,,0,,,,3e-04,0.0013,0,0.07,NA,0.2,0.1,NA,0.002,0.2,0.1,0.0008,0.4,NA,NA,0.4,NA,NA,NA,0.05,1,0.8
cacna1h,CACNA1H,Proteins,0.9933,7e-04,9e-04,5e-04,,0.0023,1e-04,4e-04,1e-04,6e-04,,,1e-04,,,,0,0.001,0,0.0007,NA,7e-09,0.3,NA,7e-23,0.1,0.08,0.3,8e-07,NA,NA,0.1,NA,NA,NA,0.9,1,0.7
cacnb1,CACNB1,Proteins,0.9967,6e-04,0,5e-04,,1e-04,0,2e-04,3e-04,3e-04,,,0,,,,1e-04,0.0012,0,0.01,NA,0.3,0.5,NA,0.1,0.3,0.5,0.0006,0.0003,NA,NA,0.7,NA,NA,NA,0.7,1,0.8
cacnb3,CACNB3,Proteins,0.9597,0.0022,0.0012,0.0209,,0.0081,0,0.0019,0.0011,5e-04,,,0.0021,,,,2e-04,0.002,1e-04,2e-07,NA,0.009,5e-183,NA,4e-80,0.3,1e-13,0.03,3e-06,NA,NA,1e-22,NA,NA,NA,0.1,0.2,0.08
cacybp,CACYBP,Proteins,0.9487,0.0018,0.001,0.0318,,0.0047,1e-04,0.0038,0.0011,1e-04,,,0.0042,,,,1e-04,0.0025,1e-04,2e-06,NA,2e-07,8e-281,NA,3e-47,0.03,4e-30,5e-09,0.02,NA,NA,4e-42,NA,NA,NA,0.7,0.02,0.1
cadps,CADPS,Proteins,0.9971,6e-04,1e-04,5e-04,,0,0,1e-04,1e-04,1e-04,,,0,,,,0,0.0013,0,0.0008,NA,0.2,0.3,NA,0.2,0.9,1,0.5,0.04,NA,NA,0.4,NA,NA,NA,0.9,1,0.8
calb1,CALB1,Proteins,0.8917,0.0103,0.0548,0.0102,,0.017,0,0.001,0.0078,0.0018,,,0.0017,,,,1e-04,0.0013,0.0023,6e-84,NA,0,9e-90,NA,6e-177,0.1,7e-07,1e-79,2e-20,NA,NA,6e-19,NA,NA,NA,0.6,1,4e-25
calb2,CALB2,Proteins,0.8232,0.0022,0.0037,0.0033,,0.1062,5e-04,0.0012,0.0562,0.0013,,,0,,,,1e-04,0.0013,8e-04,3e-17,NA,4e-34,2e-25,NA,0,2e-06,3e-09,0,1e-15,NA,NA,0.7,NA,NA,NA,0.6,1,1e-10
calca,CALCA,Proteins,0.6252,0.0053,0.0118,0.0015,,0.0386,4e-04,9e-04,0.302,0.0108,,,8e-04,,,,1e-04,0.0015,0.0011,1e-47,NA,3e-148,4e-13,NA,0,2e-07,1e-08,0,5e-159,NA,NA,8e-14,NA,NA,NA,0.3,0.1,2e-18
calcb,CALCB,Proteins,0.9551,0.0065,0.02,0.0013,,0.0095,3e-04,4e-04,0.0027,0.001,,,4e-04,,,,1e-04,9e-04,0.0016,2e-44,NA,8e-186,1e-05,NA,1e-94,0.0002,0.09,2e-18,2e-11,NA,NA,8e-06,NA,NA,NA,0.6,1,9e-18
calcoco1,CALCOCO1,Proteins,0.8948,7e-04,6e-04,0.0806,,0.0016,1e-04,0.0155,9e-04,0,,,0.0015,,,,1e-04,0.0033,1e-04,0.003,NA,0.001,0,NA,4e-18,0.02,2e-151,2e-07,0.1,NA,NA,1e-17,NA,NA,NA,0.4,2e-05,0.02
calcoco2,CALCOCO2,Proteins,0.9338,0.0023,6e-04,0.0433,,0.0073,1e-04,0.008,4e-04,0,,,0.0013,,,,1e-04,0.0028,0,4e-10,NA,0.0004,0,NA,6e-73,0.05,1e-69,0.08,0.7,NA,NA,1e-14,NA,NA,NA,0.3,0.002,0.4
caly,CALY,Proteins,0.9955,5e-04,3e-04,6e-04,,6e-04,1e-04,3e-04,6e-04,1e-04,,,1e-04,,,,1e-04,0.0012,0,0.01,NA,0.0002,0.2,NA,3e-07,0.1,0.3,1e-06,0.03,NA,NA,0.04,NA,NA,NA,0.4,1,0.8
camkk1,CAMKK1,Proteins,0.9676,0.0021,6e-04,0.016,,0.0077,0,0.0026,4e-04,2e-04,,,3e-04,,,,1e-04,0.002,2e-04,4e-07,NA,0.0002,9e-132,NA,3e-74,0.5,5e-19,0.03,0.002,NA,NA,0.0001,NA,NA,NA,0.5,0.6,0.007
camlg,CAMLG,Proteins,0.9774,0.0013,0.0017,0.0119,,4e-04,2e-04,0.0023,0.0029,2e-04,,,3e-04,,,,0,0.0014,0,4e-07,NA,2e-17,7e-95,NA,4e-05,0.01,2e-16,2e-28,0.001,NA,NA,0.0001,NA,NA,NA,1,1,0.2
camsap1,CAMSAP1,Proteins,0.9153,0.001,9e-04,0.0636,,0.0023,1e-04,0.0116,6e-04,1e-04,,,9e-04,,,,2e-04,0.0036,0,0.001,NA,8e-06,0,NA,5e-25,0.03,2e-109,0.08,0.09,NA,NA,2e-10,NA,NA,NA,0.1,5e-08,0.6
cant1,CANT1,Proteins,0.9194,0.0239,0.0078,0.0035,,0.033,0,0.0017,0.0027,0.0012,,,0.0052,,,,1e-04,0.0013,3e-04,3e-217,NA,3e-55,1e-23,NA,0,0.6,1e-12,0.001,1e-13,NA,NA,8e-54,NA,NA,NA,0.6,1,0.0002
capg,CAPG,Proteins,0.9022,0.006,0.0257,0.0157,,0.0302,7e-04,0.0018,0.0013,0.0108,,,0.0012,,,,1e-04,0.0017,0.0025,6e-37,NA,8e-260,2e-141,NA,3e-305,5e-09,4e-13,2e-14,5e-112,NA,NA,3e-14,NA,NA,NA,0.5,0.8,2e-27
capn3,CAPN3,Proteins,0.9838,0.0013,0.0012,0.001,,4e-04,0,3e-04,0.0103,1e-04,,,4e-04,,,,1e-04,0.0011,1e-04,4e-06,NA,1e-07,0.002,NA,9e-05,0.3,0.4,5e-94,0.01,NA,NA,5e-05,NA,NA,NA,0.6,1,0.05
caps,CAPS,Proteins,0.8759,0.0156,0.0771,0.0059,,0.013,0,0.003,0.0052,2e-04,,,0.0021,,,,0,0.001,0.001,4e-131,NA,0,2e-49,NA,5e-140,0.8,3e-26,1e-55,0.002,NA,NA,1e-23,NA,NA,NA,0.8,1,5e-12
carhsp1,CARHSP1,Proteins,0.9063,0.0011,0.0015,0.0524,,0.0018,4e-04,0.0045,0.0286,0.0012,,,2e-04,,,,1e-04,0.0018,1e-04,0.002,NA,2e-11,0,NA,2e-19,2e-05,8e-38,7e-279,4e-14,NA,NA,0.003,NA,NA,NA,0.3,0.6,0.02
casc3,CASC3,Proteins,0.9616,0.0021,9e-04,0.0176,,0.0102,0,0.0024,0.002,1e-04,,,8e-04,,,,1e-04,0.002,0,9e-08,NA,0.7,3e-148,NA,2e-98,0.5,2e-17,1e-11,0.02,NA,NA,2e-09,NA,NA,NA,0.8,0.3,0.4
casp1,CASP1,Proteins,0.9516,0.001,0.0032,0.0251,,0.0078,0,0.0026,0.0012,0.0021,,,0.0032,,,,1e-04,0.0016,4e-04,0.0002,NA,2e-32,6e-218,NA,3e-76,0.9,1e-19,3e-13,5e-22,NA,NA,7e-32,NA,NA,NA,0.4,0.9,6e-05
casp10,CASP10,Proteins,0.9526,0.0014,6e-04,0.0291,,0.0047,0,0.0036,0.0033,7e-04,,,0.0017,,,,2e-04,0.002,1e-04,1e-05,NA,0.3,2e-253,NA,6e-47,0.6,2e-28,9e-28,2e-08,NA,NA,2e-17,NA,NA,NA,0.1,0.5,0.06
casp2,CASP2,Proteins,0.9463,0.0016,0.001,0.0346,,0.005,0,0.0044,0.0012,2e-04,,,0.0035,,,,1e-04,0.002,1e-04,5e-06,NA,2e-06,1e-312,NA,2e-50,0.2,2e-36,7e-09,0.006,NA,NA,2e-36,NA,NA,NA,0.5,0.3,0.1
casp3,CASP3,Proteins,0.9469,0.0019,8e-04,0.0361,,0.0019,1e-04,0.0046,5e-04,1e-04,,,0.0049,,,,1e-04,0.0021,0,2e-07,NA,6e-06,0,NA,1e-20,0.07,1e-38,0.07,0.1,NA,NA,6e-50,NA,NA,NA,0.6,0.2,0.2
casp4,CASP4,Proteins,0.9933,0.0029,9e-04,9e-04,,0,0,2e-04,2e-04,5e-04,,,0,,,,1e-04,0.0011,0,1e-23,NA,5e-09,0.01,NA,0.4,0.2,0.5,0.03,9e-06,NA,NA,0.5,NA,NA,NA,0.7,1,1
casp7,CASP7,Proteins,0.9608,0.0015,7e-04,0.0218,,0.003,0,0.0045,7e-04,2e-04,,,0.0039,,,,1e-04,0.0026,0,2e-06,NA,0.9,1e-191,NA,5e-31,0.1,2e-37,0.4,0.004,NA,NA,4e-40,NA,NA,NA,0.4,0.005,0.2
casp8,CASP8,Proteins,0.9262,0.006,0.0064,0.0375,,0.0035,0,0.0048,0.0095,1e-04,,,0.0038,,,,1e-04,0.002,1e-04,2e-49,NA,4e-51,0,NA,4e-37,0.7,1e-41,3e-82,0.08,NA,NA,5e-40,NA,NA,NA,0.4,0.5,0.06
casp9,CASP9,Proteins,0.9829,0.0013,4e-04,0.01,,0.0013,1e-04,0.0012,6e-04,1e-04,,,7e-04,,,,1e-04,0.0013,0,6e-05,NA,0.03,3e-77,NA,4e-14,0.02,8e-07,0.001,0.1,NA,NA,1e-07,NA,NA,NA,0.8,1,0.2
casq2,CASQ2,Proteins,0.9969,8e-04,0,6e-04,,1e-04,0,4e-04,2e-04,0,,,0,,,,0,9e-04,1e-04,7e-05,NA,0.3,0.2,NA,0.05,0.7,0.1,0.005,0.6,NA,NA,1,NA,NA,NA,0.9,1,0.1
cat,CAT,Proteins,0.8573,0.0014,0.0026,0.0726,,0.005,0.0011,0.0048,0.0522,7e-04,,,5e-04,,,,1e-04,0.0018,1e-04,0.003,NA,1e-07,0,NA,3e-55,3e-13,3e-44,0,1e-08,NA,NA,3e-07,NA,NA,NA,0.6,0.3,0.03
cblif,CBLIF,Proteins,0.9498,0.0107,0.0287,9e-04,,0,0.0027,3e-04,9e-04,0.0044,,,0,,,,1e-04,0.0013,3e-04,6e-93,NA,9e-273,0.006,NA,0.3,7e-28,0.3,1e-05,2e-44,NA,NA,0.9,NA,NA,NA,0.6,1,0.0004
cbln1,CBLN1,Proteins,0.9939,0.0013,9e-04,5e-04,,1e-04,0,4e-04,0.001,5e-04,,,1e-04,,,,0,0.0012,0,9e-06,NA,1e-09,0.3,NA,0.03,0.4,0.2,2e-10,9e-06,NA,NA,0.1,NA,NA,NA,1,1,0.2
cbln4,CBLN4,Proteins,0.9718,0.005,0.0029,0.002,,0.0064,1e-04,5e-04,0.0017,0.0081,,,2e-04,,,,1e-04,0.001,2e-04,8e-22,NA,3e-13,1e-10,NA,4e-63,0.01,0.02,0.7,7e-80,NA,NA,0.009,NA,NA,NA,0.5,1,0.004
cbs,CBS,Proteins,0.9327,7e-04,0.002,0.0021,,0.036,8e-04,3e-04,0.0231,5e-04,,,4e-04,,,,1e-04,0.0013,1e-04,0.002,NA,6e-07,1e-11,NA,0,6e-09,0.3,3e-211,1e-06,NA,NA,3e-05,NA,NA,NA,0.8,1,0.09
cbx2,CBX2,Proteins,0.9948,9e-04,2e-04,6e-04,,5e-04,0,2e-04,0.0013,0,,,0,,,,1e-04,0.0014,0,0.0004,NA,0.01,0.3,NA,2e-06,0.2,0.8,8e-13,0.4,NA,NA,0.8,NA,NA,NA,0.6,1,0.6
cc2d1a,CC2D1A,Proteins,0.9003,0.002,0.0024,0.0645,,0.0132,0,0.008,0.0056,8e-04,,,7e-04,,,,1e-04,0.0024,0,1e-05,NA,4e-06,0,NA,1e-136,0.9,3e-73,8e-40,2e-09,NA,NA,5e-09,NA,NA,NA,0.2,0.04,0.8
ccar2,CCAR2,Proteins,0.9901,8e-04,2e-04,0.0021,,0.0035,2e-04,4e-04,0.001,0,,,0,,,,1e-04,0.0014,2e-04,0.001,NA,0.02,3e-11,NA,4e-35,0.01,0.1,3e-10,0.8,NA,NA,0.3,NA,NA,NA,0.3,0.9,0.009
ccdc134,CCDC134,Proteins,0.9823,0.0021,2e-04,0.0072,,0.0023,0,0.001,0.0012,1e-04,,,0.0016,,,,1e-04,0.0016,0,8e-09,NA,0.3,2e-54,NA,7e-24,0.2,6e-06,2e-11,0.01,NA,NA,3e-17,NA,NA,NA,0.3,0.8,0.8
ccdc28a,CCDC28A,Proteins,0.9966,6e-04,1e-04,8e-04,,0,0,2e-04,1e-04,0,,,0,,,,2e-04,0.0014,1e-04,0.008,NA,0.7,0.03,NA,0.6,0.5,0.8,0.6,0.2,NA,NA,0.9,NA,NA,NA,0.3,1,0.03
ccdc50,CCDC50,Proteins,0.9859,0.002,5e-04,0.0037,,3e-04,0,5e-04,3e-04,0.0026,,,0.003,,,,1e-04,0.0012,0,4e-07,NA,0.002,3e-24,NA,9e-05,0.9,0.02,0.5,4e-26,NA,NA,2e-30,NA,NA,NA,0.8,1,0.5
ccdc80,CCDC80,Proteins,0.7607,0.0113,0.1476,0.0035,,0.0558,0.0012,0.0069,0.0036,0.0035,,,0.0013,,,,0,0.0012,0.0033,9e-83,NA,0,1e-30,NA,0,9e-17,2e-75,1e-08,2e-44,NA,NA,8e-18,NA,NA,NA,0.8,0.9,5e-42
ccer2,CCER2,Proteins,0.9503,0.0096,4e-04,0.002,,4e-04,1e-04,0.0015,0.0282,0.006,,,0,,,,1e-04,0.0011,3e-04,2e-54,NA,3e-05,3e-10,NA,2e-05,0.02,7e-10,2e-268,8e-59,NA,NA,0.8,NA,NA,NA,0.7,1,0.0003
ccl11,CCL11,Proteins,0.8547,0.0115,0.07,0.0168,,0.0031,2e-04,0.0027,0.0162,0.0212,,,7e-04,,,,0,0.0011,0.0018,4e-90,NA,0,5e-165,NA,4e-36,0.0004,3e-23,3e-132,3e-231,NA,NA,4e-09,NA,NA,NA,0.8,1,2e-21
ccl13,CCL13,Proteins,0.9427,0.0069,0.0251,0.008,,0.0095,2e-04,0.0013,0.0016,0.0011,,,0.0017,,,,1e-04,0.0015,2e-04,8e-29,NA,2e-235,2e-65,NA,3e-96,0.003,3e-08,0.0002,3e-12,NA,NA,1e-18,NA,NA,NA,0.2,0.9,0.0009
ccl14,CCL14,Proteins,0.9214,0.0151,0.0186,0.0083,,0.0163,0.0019,8e-04,0.0133,0,,,0.0012,,,,0,0.0016,0.0015,1e-109,NA,3e-183,8e-68,NA,8e-164,2e-20,0.0003,1e-131,0.3,NA,NA,9e-14,NA,NA,NA,0.9,0.8,8e-17
ccl15,CCL15,Proteins,0.9177,0.0161,0.0375,0.0016,,0.0138,1e-04,5e-04,0.0026,0.005,,,4e-04,,,,1e-04,0.0014,0.0033,2e-95,NA,0,2e-08,NA,2e-141,0.03,0.03,4e-27,5e-53,NA,NA,3e-05,NA,NA,NA,0.7,0.9,1e-35
ccl16,CCL16,Proteins,0.8191,0.0066,0.0282,0.0036,,0.0783,0.0011,5e-04,0.0507,0.0074,,,0.0022,,,,2e-04,0.0011,0.001,4e-38,NA,3e-291,2e-29,NA,0,2e-14,0.009,0,3e-86,NA,NA,1e-26,NA,NA,NA,0.04,1,1e-12
ccl17,CCL17,Proteins,0.9537,0.0037,0.0114,0.005,,0.0039,3e-04,0.0015,0.0014,0.0144,,,0.0023,,,,1e-04,0.0015,9e-04,3e-12,NA,5e-101,2e-36,NA,3e-39,0.0006,7e-10,0.0001,2e-140,NA,NA,1e-23,NA,NA,NA,0.5,0.9,7e-10
ccl18,CCL18,Proteins,0.8715,0.0034,0.0484,0.0023,,0.0588,0.0014,3e-04,0.0088,5e-04,,,2e-04,,,,1e-04,0.0012,0.0029,6e-22,NA,0,7e-15,NA,0,1e-16,0.1,2e-77,3e-06,NA,NA,0.002,NA,NA,NA,0.3,1,4e-32
ccl19,CCL19,Proteins,0.9377,0.0042,0.012,0.0025,,0.0344,5e-04,5e-04,0.0032,0.0013,,,2e-04,,,,1e-04,0.0013,0.0021,3e-15,NA,1e-112,4e-15,NA,0,2e-06,0.02,2e-25,1e-14,NA,NA,0.002,NA,NA,NA,0.6,1,6e-23
ccl2,CCL2,Proteins,0.8609,0.0243,0.0171,0.0658,,0.0058,0,0.0142,0.0063,0.0032,,,0,,,,0,0.0018,5e-04,1e-243,NA,2e-160,0,NA,6e-64,0.4,1e-141,1e-46,1e-35,NA,NA,0.3,NA,NA,NA,1,0.5,7e-07
ccl20,CCL20,Proteins,0.9143,0.0123,0.0173,0.0051,,0.0345,0.0028,2e-04,0.0026,0.0069,,,0,,,,0,0.0016,0.0023,1e-92,NA,6e-159,1e-39,NA,0,4e-30,0.4,6e-09,2e-72,NA,NA,0.1,NA,NA,NA,0.9,0.7,7e-25
ccl21,CCL21,Proteins,0.9253,0.004,0.0081,0.0095,,0.0302,0.001,0.0015,0.0032,0.0118,,,4e-04,,,,1e-04,0.0013,0.0035,3e-22,NA,1e-76,2e-80,NA,6e-301,3e-12,2e-10,1e-27,6e-120,NA,NA,3e-05,NA,NA,NA,0.6,1,5e-37
ccl22,CCL22,Proteins,0.8959,0.0043,0.0079,0.0023,,0.0446,0.0022,0.0015,0.0223,0.0172,,,1e-04,,,,0,0.0014,4e-04,2e-14,NA,2e-65,3e-14,NA,0,5e-24,2e-10,4e-211,1e-175,NA,NA,0.03,NA,NA,NA,0.9,0.9,1e-05
ccl23,CCL23,Proteins,0.8785,0.0709,0.0212,0.0064,,0.0123,1e-04,0.0013,0.0048,0.0014,,,7e-04,,,,0,0.0015,0.001,0,NA,4e-213,1e-53,NA,1e-131,0.07,6e-09,6e-41,1e-16,NA,NA,6e-09,NA,NA,NA,0.9,0.8,4e-12
ccl24,CCL24,Proteins,0.9412,0.026,0.011,0.0021,,0.0015,1e-04,5e-04,0.0147,9e-04,,,6e-04,,,,1e-04,0.0013,1e-04,3e-235,NA,6e-77,6e-12,NA,1e-16,0.06,0.04,1e-112,2e-10,NA,NA,3e-07,NA,NA,NA,0.7,1,0.06
ccl25,CCL25,Proteins,0.9244,0.0029,0.058,0.0012,,0,0,3e-04,0.0047,0.0032,,,0.0015,,,,1e-04,0.001,0.0027,4e-15,NA,0,4e-05,NA,0.3,0.9,0.3,7e-07,5e-34,NA,NA,2e-17,NA,NA,NA,0.5,1,5e-29
ccl26,CCL26,Proteins,0.9478,0.0024,5e-04,0.009,,0.0089,6e-04,9e-04,0.0269,0.0017,,,0,,,,1e-04,0.0011,0,1e-08,NA,0.03,1e-72,NA,7e-89,7e-08,3e-05,1e-257,5e-18,NA,NA,0.2,NA,NA,NA,0.5,1,0.9
ccl27,CCL27,Proteins,0.8639,0.0224,0.0881,0.0048,,1e-04,4e-04,0.0036,0.0092,0.0031,,,0.0013,,,,2e-04,0.0015,0.0013,8e-215,NA,0,3e-39,NA,0.04,1e-05,5e-32,4e-21,1e-34,NA,NA,1e-15,NA,NA,NA,0.05,0.8,4e-16
ccl28,CCL28,Proteins,0.9375,0.0094,0.0232,0.0028,,0.0153,2e-04,4e-04,0.0068,0.0017,,,8e-04,,,,0,0.0014,6e-04,2e-44,NA,2e-219,4e-17,NA,2e-151,0.006,0.05,2e-60,2e-18,NA,NA,5e-09,NA,NA,NA,0.8,1,2e-07
ccl3,CCL3,Proteins,0.8153,0.0029,0.0676,0.0047,,0.0796,0.0036,5e-04,0.004,0.0016,,,0.0141,,,,1e-04,0.0016,0.0045,5e-12,NA,0,2e-40,NA,0,3e-42,0.01,1e-33,2e-19,NA,NA,8e-161,NA,NA,NA,0.4,0.4,5e-53
ccl4,CCL4,Proteins,0.9284,0.0034,0.0228,0.0015,,0.027,5e-04,6e-04,0.0061,0.0015,,,0.005,,,,0,0.0014,0.0016,7e-14,NA,4e-198,3e-07,NA,7e-268,6e-07,0.004,5e-34,1e-16,NA,NA,5e-52,NA,NA,NA,0.9,0.9,2e-17
ccl5,CCL5,Proteins,0.9349,0.0041,0.0013,0.0293,,0.0109,1e-04,0.0033,0.0062,0.0027,,,0.0049,,,,1e-04,0.0022,0,3e-19,NA,5e-12,4e-267,NA,2e-109,0.02,8e-27,6e-61,2e-28,NA,NA,1e-50,NA,NA,NA,0.5,0.2,0.4
ccl7,CCL7,Proteins,0.8378,0.0308,0.042,0.0049,,0.0649,0.0029,0.0019,0.0023,0.0057,,,0.0016,,,,1e-04,0.0015,0.0037,4e-298,NA,0,2e-41,NA,0,7e-34,1e-15,2e-22,3e-64,NA,NA,1e-19,NA,NA,NA,0.6,0.7,8e-43
ccl8,CCL8,Proteins,0.9552,0.0084,0.0155,0.0024,,0.0109,3e-04,3e-04,0.0021,0.0012,,,0.0011,,,,1e-04,0.0015,0.001,3e-50,NA,2e-136,8e-14,NA,1e-107,0.0001,0.2,2e-05,1e-13,NA,NA,4e-12,NA,NA,NA,0.7,1,1e-11
ccn1,CCN1,Proteins,0.895,0.003,0.0448,0.0196,,0.0102,0.0024,0.0105,0.0051,0.0014,,,0.0051,,,,1e-04,0.002,7e-04,1e-12,NA,0,2e-182,NA,2e-106,5e-27,3e-99,7e-12,7e-16,NA,NA,1e-54,NA,NA,NA,0.5,0.4,4e-09
ccn2,CCN2,Proteins,0.969,0.0071,0.0072,0.0033,,0.0049,0,0.001,0.001,5e-04,,,0.0044,,,,1e-04,0.0015,0,3e-35,NA,1e-61,2e-20,NA,7e-49,0.2,5e-06,0.02,5e-06,NA,NA,2e-43,NA,NA,NA,0.8,0.9,0.9
ccn3,CCN3,Proteins,0.7906,0.0106,0.1264,0.0037,,0.0472,0.0011,6e-04,9e-04,4e-04,,,0.0132,,,,0,0.0015,0.0036,3e-85,NA,0,1e-31,NA,0,4e-15,0.0003,0.2,1e-06,NA,NA,4e-156,NA,NA,NA,0.8,0.7,1e-44
ccn4,CCN4,Proteins,0.9204,0.0074,0.0196,0.0026,,0.0298,1e-04,6e-04,0.0089,4e-04,,,0.0075,,,,0,0.0015,0.0012,5e-35,NA,3e-196,3e-16,NA,1e-300,0.03,0.002,1e-88,5e-05,NA,NA,1e-77,NA,NA,NA,0.9,1,4e-14
ccn5,CCN5,Proteins,0.7343,0.0055,0.0806,0.002,,0.0897,0.0011,3e-04,0.081,0,,,3e-04,,,,0,0.0019,0.0032,7e-32,NA,0,5e-16,NA,0,1e-15,0.07,0,0.9,NA,NA,2e-05,NA,NA,NA,0.9,0.07,1e-41
ccnd2,CCND2,Proteins,0.9873,0.0016,0.0046,0.0012,,0,0,5e-04,0.0023,3e-04,,,8e-04,,,,0,0.0012,1e-04,1e-13,NA,3e-40,0.0002,NA,0.2,0.3,0.04,5e-18,0.0002,NA,NA,2e-09,NA,NA,NA,0.9,1,0.1
ccne1,CCNE1,Proteins,0.9925,0.0014,2e-04,9e-04,,0.0018,0,2e-04,2e-04,0.0012,,,0,,,,0,0.001,3e-04,0.0006,NA,0.9,0.006,NA,2e-18,0.9,0.5,0.7,1e-12,NA,NA,0.3,NA,NA,NA,0.9,1,0.0003
ccs,CCS,Proteins,0.912,0.0118,0.002,0.0364,,0.0013,1e-04,0.0047,0.0268,0.001,,,0.0023,,,,1e-04,0.0015,0,6e-107,NA,0.01,0,NA,2e-14,0.03,1e-40,4e-251,6e-12,NA,NA,4e-25,NA,NA,NA,0.7,0.9,0.9
cct5,CCT5,Proteins,0.9362,0.0033,6e-04,0.0464,,0.0019,0,0.005,0.0019,5e-04,,,0.0018,,,,1e-04,0.0024,0,2e-22,NA,0.005,0,NA,1e-20,0.7,4e-41,4e-16,6e-06,NA,NA,8e-19,NA,NA,NA,0.3,0.1,0.5
